"","RID","gender","age","religious_identity","caste","educ_level","employment_status","annual_household_income","marital_status","party_support","should_women_run","registered_to_vote","pol_engagement","vote_2019_national","vote_2020_delhi","country_direction","modi_approval","lib_cons_scale","most_imp_issue","support_wrb","village_res","state_res","national_res","no_res","village_res_treat","state_res_treat","national_res_treat","sc_st_res_treat","village_res_control","state_res_control","national_res_control","sc_st_res_control","news_verification","woman_false_1","woman_false_2","woman_false_3","male_false_1","male_false_2","male_false_3","male_false_4","male_true_1","male_true_2","female_true_1","female_true_2","female_true_3","Treatment","Control","response_id","caste_bin","edu","employed","household_inc","marriage","vote_2019","vote_2020","political_engagement","ideology_scale","religion","wrb"
"53","R_11Z1TjpEUwD1CwV","1",25,"Hindu","Forward castes","Post-graduate","Employed","₹10,00,001 - ₹20,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Liberal","Gender discrimination","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",2,2,3,2,3,3,3,3,3,2,3,3,NA,1,"5f3bd969-0210-90e8-e45b-7548f22afd01","0","1","1",4,"0",1,1,1,6,"Hindu",1
"54","R_3HuB1GtYYtFqpUn","0",22,"Hindu","Other backward classes (OBCs)","Post-graduate","Student","₹0 - ₹2,50,000","Separated","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","No","Right direction","Approve","Moderate; middle of the road","Economic downturn","Yes","Village","","","","Yes","Yes","Yes","Yes","","","","","Yes",2,2,3,2,2,2,2,2,2,3,3,3,1,NA,"5f3bdbdf-30ba-4aed-4113-a17b40c2edb0","1","1","0",1,"0",1,0,0.5,4,"Hindu",1
"55","R_24LWsM5kDXNo5N4","1",34,"Hindu","Forward castes","Graduate","Employed","₹2,50,001 - ₹5,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Wrong track","Approve","Slightly liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","No","","","","","Yes",1,1,3,4,3,1,1,2,2,2,2,3,1,NA,"5f3bdb7f-8555-9a26-263a-e5725fa8ae63","0","1","1",2,"0",1,1,1,5,"Hindu",1
"56","R_1IixLSKuoEcz9Pd","1",32,"Hindu","Forward castes","Post-graduate","Self-employed/freelance","₹10,00,001 - ₹20,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Moderate; middle of the road","Economic downturn","Yes","","","National","","Yes","Yes","Yes","Yes","","","","","Yes",3,2,2,2,2,2,2,4,2,2,3,2,1,NA,"5f3bdd1f-a3f1-0fda-2630-39fb74a4d9c2","0","1","1",4,"1",1,1,1,4,"Hindu",1
"57","R_1ozq9PGF57Zy7o2","1",29,"Hindu","Other backward classes (OBCs)","Post-graduate","Self-employed/freelance","₹5,00,001 - ₹10,00,000","Currently married","Aam Aadmi Party (AAP)",1,"Yes","Somewhat engaged","Yes","Yes","Wrong track","Disapprove","Moderate; middle of the road","Economic inequality","Maybe","","","","None","Yes","No","No","No","","","","","Yes",1,1,2,1,1,1,1,4,1,2,1,1,1,NA,"5f3bdbab-9b41-6989-9434-a5bcf435c02c","1","1","1",3,"1",1,1,1,4,"Hindu",0
"58","R_2UhgHZxmd2F8zOi","1",25,"Hindu","Other backward classes (OBCs)","Post-graduate","Employed","₹2,50,001 - ₹5,00,000","Currently married","None of the above",0,"Yes","Extremely engaged","Yes","No","Wrong track","Approve","Extremely conservative","Economic downturn","Yes","Village","","","","","","","","Yes","No","No","Yes","Yes",3,4,3,3,3,3,3,3,4,3,4,3,NA,1,"5f3bdb8e-f110-d360-ebb9-14c05db19a5c","1","1","1",2,"1",1,0,0.5,1,"Hindu",1
"59","R_2S6oEE1epEzIdPO","0",22,"Sikh","Forward castes","Graduate","Employed","₹5,00,001 - ₹10,00,000","Never married","Aam Aadmi Party (AAP)",1,"Yes","Somewhat engaged","Yes","Yes","Wrong track","Disapprove","Slightly liberal","Economic downturn","Yes","Village","State","","","Yes","Yes","No","No","","","","","Yes",1,3,1,1,3,1,1,3,3,1,3,2,1,NA,"5f3bdbad-3c37-5605-a9bd-8125a4e5dfed","0","1","1",3,"0",1,1,1,5,"Other",1
"60","R_2sSghrG3IfBpqSb","1",35,"Muslim","Other backward classes (OBCs)","Post-graduate","Self-employed/freelance","₹2,50,001 - ₹5,00,000","Currently married","None of the above",1,"Yes","Extremely engaged","Yes","No","Right direction","Approve","Extremely conservative","Caste discrimination","Yes","","","National","","","","","","Yes","Yes","Yes","Yes","Yes",4,4,4,4,4,1,1,4,4,1,1,4,NA,1,"5f3bdb76-4eb4-38a1-32bb-76cedba21015","1","1","1",2,"1",1,0,0.5,1,"Muslim",1
"61","R_1r2NBqJB8Pe3u1G","1",35,"Hindu","Forward castes","Graduate","Employed","₹20,00,001 - ₹30,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely conservative","Economic downturn","Yes","","","National","","Yes","Yes","Yes","Yes","","","","","Yes",3,3,3,3,3,4,2,3,4,3,3,4,1,NA,"5f3bdbeb-0cf7-b368-84d5-2eae05339f4b","0","1","1",5,"1",1,1,1,1,"Hindu",1
"62","R_eKIAViBf64xZBKh","0",25,"Hindu","Forward castes","Primary","Self-employed/freelance","₹0 - ₹2,50,000","Never married","Bharatiya Janata Party (BJP)",0,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Liberal","Economic downturn","Yes","","State","","","Yes","Yes","Yes","Yes","","","","","Yes",3,2,2,2,2,2,3,2,2,4,2,2,1,NA,"5f3bdd03-ac96-5faf-ffe5-5df17d19b55d","0","0","1",1,"0",1,1,1,6,"Hindu",1
"63","R_RFgaKciMdsuPmtb","1",32,"Hindu","Other backward classes (OBCs)","Graduate","Self-employed/freelance","₹2,50,001 - ₹5,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Not at all engaged","Yes","Yes","Right direction","Disapprove","Conservative","Economic inequality","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",1,3,3,1,1,3,3,1,2,4,4,3,1,NA,"5f3bdba5-d091-eaa3-a770-07b45faf8321","1","1","1",2,"0",1,1,1,2,"Hindu",1
"64","R_3siQptmXSXGcE79","0",24,"Hindu","Scheduled castes","Graduate","Employed","₹10,00,001 - ₹20,00,000","Separated","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Slightly liberal","Caste discrimination","Yes","","","National","","","","","","Yes","Yes","Yes","Maybe","Yes",2,1,3,3,2,2,4,4,4,2,3,2,NA,1,"5f3bdb8a-01d7-9527-da14-0029feb90fff","1","1","1",4,"0",1,1,1,5,"Hindu",1
"65","R_1JJVslAD7tmLa4f","1",35,"Hindu","Scheduled castes","Higher secondary/Senior secondary","Employed","₹2,50,001 - ₹5,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","No","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","","","Yes","No","Yes","Yes","","","","","Yes",3,3,3,3,3,3,3,3,3,2,3,4,1,NA,"5f3bdb76-0fc5-4461-b9c5-39eae654bf41","1","0","1",2,"1",1,0,0.5,7,"Hindu",1
"66","R_2wdDUKD91X5PPqs","0",23,"Hindu","Scheduled castes","Graduate","Self-employed/freelance","₹2,50,001 - ₹5,00,000","Other","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","","State","","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,3,4,4,4,4,3,3,4,4,4,1,NA,"5f3bdbee-06fc-7972-d108-4d83fdb652c3","1","1","1",2,"0",1,1,1,7,"Hindu",1
"67","R_1nUVji7Cr2exQIF","1",34,"Hindu","Forward castes","Graduate","Employed","₹40,00,001 - ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",2,3,2,3,2,2,3,3,3,3,2,3,1,NA,"5f3bdbb0-4b5e-0ec4-b0e8-6c894feaeb23","0","1","1",7,"1",1,1,1,6,"Hindu",1
"68","R_1mgQxlXPNm40bFr","1",35,"Hindu","Forward castes","Graduate","Employed","₹10,00,001 - ₹20,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely conservative","Economic downturn","Yes","","","National","","Yes","Yes","Yes","Yes","","","","","Yes",3,4,4,3,3,4,4,4,4,4,4,3,1,NA,"5f3bdb75-d911-575c-7a24-a10df3973599","0","1","1",4,"1",1,1,1,1,"Hindu",1
"69","R_24Pr5CqWtEKCFzt","1",33,"Hindu","Forward castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,4,4,4,4,4,4,4,4,4,4,1,NA,"5f3bdb14-c1a0-d328-5fa5-fb25ec465ff7","0","1","1",3,"1",1,1,1,7,"Hindu",1
"70","R_25RYGahcd5mwXZT","1",35,"Hindu","Forward castes","Post-graduate","Employed","More than ₹50,00,000","Currently married","Aam Aadmi Party (AAP)",1,"Yes","Somewhat engaged","Yes","Yes","Wrong track","Approve","Moderate; middle of the road","Economic inequality","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Maybe","Yes",1,2,2,1,2,2,2,2,2,2,2,1,NA,1,"5f3bdc04-c286-92c5-bd7f-119f23471678","0","1","1",8,"1",1,1,1,4,"Hindu",1
"71","R_2zHfQqGtT670wNe","0",22,"Hindu","Forward castes","Graduate","Employed","₹0 - ₹2,50,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Conservative","Caste discrimination","Yes","","","National","","","","","","Yes","Yes","Yes","Yes","Yes",3,3,3,2,3,2,2,3,3,2,3,2,NA,1,"5f3bdd51-dcf1-64ce-43ab-79b632d6e043","0","1","1",1,"0",1,1,1,2,"Hindu",1
"72","R_1hEJIkVyw7fTlrC","1",35,"Hindu","Other backward classes (OBCs)","Higher secondary/Senior secondary","Employed","₹2,50,001 - ₹5,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Liberal","Military tensions","Yes","","","National","","","","","","Yes","Yes","Yes","Yes","Yes",4,1,1,1,4,1,1,4,1,1,3,NA,NA,1,"5f3bdba0-20ce-54df-bec6-c2b1414d3734","1","0","1",2,"1",1,1,1,6,"Hindu",1
"73","R_pyOujyjnwTWpdrX","1",26,"Hindu","Scheduled tribe","Non-technical diploma not equal to a degree","Homemaker","₹10,00,001 - ₹20,00,000","Currently married","Indian National Congress (INC)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Slightly conservative","Gender discrimination","Yes","","State","","","Yes","Yes","Yes","No","","","","","Yes",2,3,3,2,2,1,2,2,2,2,2,2,1,NA,"5f3bdd6e-9a5a-892a-bf5a-033aea04f46b","1","1","1",4,"1",1,1,1,3,"Hindu",1
"74","R_1hLmppsNa44Pqdy","1",30,"Hindu","Other backward classes (OBCs)","Technical diploma not equal to a degree","Self-employed/freelance","₹10,00,001 - ₹20,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely conservative","Gender discrimination","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",1,4,4,4,4,4,4,4,4,4,4,4,1,NA,"5f3bdcf8-827c-ced0-9ae7-9743978f2c3b","1","1","1",4,"1",1,1,1,1,"Hindu",1
"75","R_29nvfWi0lDMSwar","0",30,"Hindu","Other backward classes (OBCs)","Graduate","Employed","₹2,50,001 - ₹5,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Caste discrimination","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",2,4,2,2,4,2,3,3,3,2,3,3,NA,1,"5f3bdcc3-91b9-fadd-b0a4-a7f63244a119","1","1","1",2,"0",1,1,1,7,"Hindu",1
"76","R_zd9qDYgKdPbLU65","0",25,"Hindu","Forward castes","Higher secondary/Senior secondary","Employed","₹0 - ₹2,50,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","No","Right direction","Approve","Extremely liberal","Economic downturn","Yes","","","National","","","","","","Yes","Yes","Yes","No","No",3,3,3,2,4,4,2,2,2,2,2,4,NA,1,"5f3bdc80-73c5-e15d-767c-5774842d805d","0","0","1",1,"1",1,0,0.5,7,"Hindu",1
"77","R_1JUxVA9xqS83yBl","1",28,"Hindu","Forward castes","Graduate","Employed","₹40,00,001 - ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Liberal","Economic inequality","Yes","Village","","","","","","","","Yes","Yes","Yes","Yes","Yes",1,1,1,1,1,1,1,3,2,1,2,1,NA,1,"5f3bdc66-c33f-932c-2d3d-73b87f57010e","0","1","1",7,"1",1,1,1,6,"Hindu",1
"78","R_WjTED7tQKhae53j","1",34,"Hindu",NA,"Graduate","Employed","₹20,00,001 - ₹30,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Slightly conservative","Economic downturn","Yes","","State","","","","","","","Yes","No","No","No","Yes",3,3,3,3,4,3,3,3,3,3,4,3,NA,1,"5f3bdd57-f0af-15fc-9737-2d2920a84de9",NA,"1","1",5,"1",1,1,1,3,"Hindu",1
"79","R_1qUoBMZrXgFLsCT","1",28,"Christian","Scheduled castes","Post-graduate","Self-employed/freelance","₹30,00,001 - ₹40,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Slightly liberal","Caste discrimination","Yes","","","National","","","","","","Yes","Yes","Yes","Yes","Yes",2,3,3,2,2,3,3,3,2,2,2,2,NA,1,"5f3bdcb6-b8e6-65aa-d996-f2269fb20c16","1","1","1",6,"0",1,1,1,5,"Other",1
"80","R_3DpeaBCNUm0KPyB","1",29,"Hindu","Other backward classes (OBCs)","Post-graduate","Self-employed/freelance","₹40,00,001 - ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Slightly conservative","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",4,3,4,3,4,4,3,4,4,4,4,4,NA,1,"5f3bdb8f-85c8-2fd6-1de6-016f4dde1206","1","1","1",7,"1",1,1,1,3,"Hindu",1
"81","R_1ONbN3mmNTHsBFd","1",28,"Hindu","Forward castes","Middle","Employed","₹5,00,001 - ₹10,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","","","","Yes","Yes","Yes","Yes","","","","","Yes",1,2,3,1,2,1,1,1,4,1,2,1,1,NA,"5f3bdbea-3f36-0f48-219e-dc8494ad0021","0","0","1",3,"0",1,1,1,7,"Hindu",1
"82","R_3OesoobDilFll4i","1",26,"Hindu","Forward castes","Graduate","Employed","₹5,00,001 - ₹10,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Moderate; middle of the road","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",3,3,3,2,3,3,3,2,2,3,3,3,NA,1,"5f3bdd55-f20f-ef57-dae8-b3d1a9a9b414","0","1","1",3,"0",1,1,1,4,"Hindu",1
"83","R_2wtQ7gzm44bYxuH","1",30,"Hindu","Forward castes","Graduate","Homemaker","₹0 - ₹2,50,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Liberal","Economic downturn","Yes","","State","","","Yes","Yes","Yes","Yes","","","","","Yes",3,4,3,4,3,1,1,2,1,2,2,3,1,NA,"5f3bdc2e-30a8-c519-b551-0ef7e1814ef0","0","1","1",1,"1",1,1,1,6,"Hindu",1
"84","R_2OViPtXFFwu7a5P","0",20,"Hindu","Other backward classes (OBCs)","Higher secondary/Senior secondary","Student","₹2,50,001 - ₹5,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","No","No","Right direction","Approve","Liberal","Caste discrimination","Yes","","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",2,2,2,2,2,2,2,3,3,4,2,1,1,NA,"5f3bdd5f-59ad-bc87-741f-a33a89473901","1","0","0",2,"0",0,0,0,6,"Hindu",1
"85","R_PXVu8CktbQUmtqx","1",27,"Hindu","Forward castes","Graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","","","","Yes","Yes","Yes","Yes","","","","","Yes",3,3,4,3,4,4,4,3,4,4,3,3,1,NA,"5f3bddbf-6110-47c1-f7f3-8d9330f69d31","0","1","1",3,"1",1,1,1,7,"Hindu",1
"86","R_8AEXOjx41O4qGm5","1",27,"Hindu","Forward castes","Post-graduate","Self-employed/freelance","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Liberal","Economic downturn","Yes","Village","","","","","","","","Yes","Yes","Yes","Yes","Yes",3,4,3,3,4,3,3,4,4,3,2,4,NA,1,"5f3bdcab-c592-cc44-deb5-db3e2c75dbbc","0","1","1",3,"1",1,1,1,6,"Hindu",1
"87","R_BIWlQAvPNQqQTdL","1",32,"Hindu","Forward castes","Post-graduate","Self-employed/freelance","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Slightly liberal","Gender discrimination","Yes","","State","","","","","","","No","Yes","No","No","No",3,2,3,2,2,2,2,2,2,2,3,2,NA,1,"5f3bddfe-d644-afbc-2fdc-f81418094b7f","0","1","1",3,"1",1,1,1,5,"Hindu",1
"88","R_2ymzP6dIEkFPUdV","0",20,"Hindu",NA,"Middle","Other","₹0 - ₹2,50,000","Other","None of the above",0,"No","Not at all engaged","No","No","Right direction","Approve","Liberal","Military tensions","No","","","","None","Yes","Yes","No","No","","","","","No",3,3,2,3,3,3,1,4,2,4,2,NA,1,NA,"5f3bdcfa-bf09-7ea4-2907-c145d554a54e",NA,"0","1",1,"0",0,0,0,6,"Hindu",0
"89","R_3ExLE5mE7ciUcCT","1",36,"Hindu","Forward castes","Post-graduate","Employed","More than ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Conservative","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","No","Yes",2,1,3,2,1,1,1,1,2,3,2,4,NA,1,"5f3bdb70-754d-6611-d220-3f422d9a86b2","0","1","1",8,"1",1,1,1,2,"Hindu",1
"90","R_W1ozfzMO9rIaAvf","1",49,"Muslim","Forward castes","Post-graduate","Employed","₹40,00,001 - ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",4,4,4,4,4,4,4,4,4,4,4,4,NA,1,"5f3bdc0a-27d8-1a5b-8469-61cbdceda0b0","0","1","1",7,"1",1,1,1,7,"Muslim",1
"91","R_3F3RY2jRisFlU18","0",32,"Hindu","Forward castes","Post-graduate","Employed","₹2,50,001 - ₹5,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","No","Right direction","Approve","Extremely liberal","Gender discrimination","Yes","","State","","","Yes","Yes","Yes","Yes","","","","","Yes",3,3,3,3,3,3,3,3,3,3,3,3,1,NA,"5f3bdbfa-070a-bdfb-2234-7a88c74b238f","0","1","1",2,"0",1,0,0.5,7,"Hindu",1
"92","R_1Qnp662bZWMqjrN","1",25,"Hindu","Other backward classes (OBCs)","Graduate","Self-employed/freelance","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Moderate; middle of the road","Economic downturn","Yes","Village","State","","","","","","","Yes","Yes","Yes","Yes","No",3,4,3,4,3,4,2,2,3,3,3,3,NA,1,"5f3bdd76-811b-a0e0-c8d1-c2481ff38db2","1","1","1",3,"1",1,1,1,4,"Hindu",1
"93","R_1nW9QBOoXAucozt","1",39,"Hindu","Forward castes","Graduate","Homemaker","₹2,50,001 - ₹5,00,000","Other","Indian National Congress (INC)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Conservative","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",2,2,3,3,2,2,3,3,3,2,3,3,NA,1,"5f3bdc29-bd03-7059-432a-edb7ae3375cc","0","1","1",2,"0",1,1,1,2,"Hindu",1
"94","R_2909FKIsJgBdFUx","1",23,"Hindu","Other backward classes (OBCs)","Technical diploma not equal to a degree","Employed","₹0 - ₹2,50,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Disapprove","Liberal","Caste discrimination","No","","State","","","Yes","Yes","Yes","Yes","","","","","Yes",2,3,4,3,3,3,2,3,3,3,3,2,1,NA,"5f3bddb9-1995-f0f4-f23f-e7bc61c1dc48","1","1","1",1,"0",1,1,1,6,"Hindu",0
"95","R_1Mqr255Y4vBrVNn","1",26,"Hindu","Scheduled castes","Graduate","Employed","₹2,50,001 - ₹5,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Liberal","Gender discrimination","Yes","","","National","","","","","","Yes","Yes","Yes","Yes","Yes",1,1,1,1,1,1,1,1,1,1,4,1,NA,1,"5f3bdbf6-53e4-a3b5-22f4-132f82e6bed3","1","1","1",2,"0",1,1,1,6,"Hindu",1
"96","R_2BbNcnxtPt34x1b","1",21,"Sikh","Forward castes","Graduate","Employed","₹5,00,001 - ₹10,00,000","Never married","Aam Aadmi Party (AAP)",1,"Yes","Somewhat engaged","Yes","Yes","Wrong track","Disapprove","Moderate; middle of the road","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",2,1,1,1,1,1,1,1,3,4,1,1,1,NA,"5f3bdc7a-fd23-0334-e8d2-07814d9450ee","0","1","1",3,"0",1,1,1,4,"Other",1
"97","R_1C41TFH5sWsiO4I","1",37,"Hindu","Forward castes","Graduate","Employed","₹10,00,001 - ₹20,00,000","Currently married","Aam Aadmi Party (AAP)",1,"Yes","Extremely engaged","Yes","Yes","Wrong track","Approve","Extremely liberal","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",2,2,4,2,3,2,2,3,3,2,2,4,NA,1,"5f3bdbb3-a0d9-770f-ccb3-6f420ef6d63e","0","1","1",4,"1",1,1,1,7,"Hindu",1
"98","R_2cBAc8khRZRsNI5","1",32,"Hindu",NA,"Graduate","Self-employed/freelance","₹20,00,001 - ₹30,00,000","Currently married","Bharatiya Janata Party (BJP)",0,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","","","","","","","","Yes","Yes","Yes","Yes","Yes",4,4,4,4,4,2,4,3,2,2,4,4,NA,1,"5f3bdc86-8b58-f674-c4f1-3206ee199283",NA,"1","1",5,"1",1,1,1,7,"Hindu",1
"99","R_1eKvs5I2c3DV71l","1",32,"Hindu","Other backward classes (OBCs)","Graduate","Employed","₹2,50,001 - ₹5,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",1,3,2,1,1,2,2,2,1,3,2,3,1,NA,"5f3bdc30-00a9-d833-88ee-e857de62ff05","1","1","1",2,"1",1,1,1,6,"Hindu",1
